溯源批次码,作物名称,生产省份,生产县区,基地经度,基地纬度,种植日期,全流程农事操作记录,采摘完成时刻,采摘重量(kg),加工中心,加工厂经纬度,加工具体工序,加工开始时刻,加工结束时刻,存储仓库ID,仓库类型,入库时刻,出库时刻,仓储温湿度环境,物流运单号,运输车辆类型,物流作业要求,发货起运时刻,终端签收时刻,销售城市,销售区县网点,网点经度,网点纬度,终端上架时刻
CN-AG-202409-11559,水稻,湖北省,枣阳市,112.768087,32.147306,2024-05-12,2024-05-12 [播种育秧] -> 2024-06-04 [田间底肥] -> 2024-06-27 [插秧作业] -> 2024-07-20 [分蘖期灌溉] -> 2024-08-12 [除草控虫] -> 2024-09-04 [晒田补肥],2024-09-28 09:04,22488.88,枣阳市第1深加工基地,"112.757879,32.137336",清理去石->砻谷脱壳->糙米碾白->抛光->色选->包装,2024-09-30 12:04,2024-09-30 14:57,WH-CN-961,平房仓(准低温),2024-10-01 00:57,2024-10-27 00:57,准低温低氧控制,LOG-CN-54383950147,散粮车,"防潮, 湿度<14%",2024-10-27 14:57,2024-10-28 18:17,北京市,丰台区,116.28,39.85,2024-10-31 18:17
CN-AG-202409-11560,玉米,广西壮族自治区,武宣县,109.611382,23.640375,2024-06-10,2024-06-10 [免耕直播] -> 2024-07-02 [苗期中耕] -> 2024-07-24 [喇叭口期追肥] -> 2024-08-15 [大斑病防治] -> 2024-09-06 [人工授粉辅助],2024-09-25 14:44,29963.38,武宣县第3深加工基地,"109.66481,23.590883",物理清理->脱粒烘干->破碎加工->筛理分级,2024-09-29 20:44,2024-09-30 03:19,WH-CN-499,现代化圆筒仓,2024-09-30 07:19,2024-10-20 07:19,避光控温控制,LOG-CN-44160950432,重型散粮卡车,"通风良好, 严控高温",2024-10-20 14:19,2024-10-25 06:28,武汉市,东西湖区,114.13,30.62,2024-10-26 06:28
CN-AG-202410-11561,棉花,江苏省,射阳县,120.262806,33.780831,2024-04-16,2024-04-16 [覆膜播种] -> 2024-05-22 [人工打顶] -> 2024-06-27 [叶面喷施补硼] -> 2024-08-02 [枯萎病监测] -> 2024-09-07 [喷施脱叶剂],2024-10-14 10:56,11132.32,射阳县第3深加工基地,"120.255948,33.743336",皮棉清理->锯齿轧花->纤维分级->压力打包,2024-10-18 12:56,2024-10-18 17:16,WH-CN-452,专业纤维库,2024-10-18 23:16,2024-11-09 23:16,避光控温控制,LOG-CN-94430011611,高栏平板车,"严禁烟火, 防静电, 干燥",2024-11-10 09:16,2024-11-11 18:50,武汉市,东西湖区,114.13,30.62,2024-11-12 18:50
CN-AG-202410-11562,水稻,湖南省,南县,112.350336,29.386413,2024-06-05,2024-06-05 [播种育秧] -> 2024-06-28 [田间底肥] -> 2024-07-21 [插秧作业] -> 2024-08-13 [分蘖期灌溉] -> 2024-09-05 [除草控虫] -> 2024-09-28 [晒田补肥],2024-10-25 11:46,13919.96,南县第4深加工基地,"112.39348,29.359276",清理去石->砻谷脱壳->糙米碾白->抛光->色选->包装,2024-10-27 17:46,2024-10-28 03:21,WH-CN-375,平房仓(准低温),2024-10-28 12:21,2024-12-08 12:21,准低温低氧控制,LOG-CN-21519916780,散粮车,"防潮, 湿度<14%",2024-12-08 19:21,2024-12-12 20:02,武汉市,江岸区,114.3,30.59,2024-12-13 20:02
CN-AG-202410-11563,玉米,吉林省,公主岭市,124.76217,43.500497,2024-07-02,2024-07-02 [免耕直播] -> 2024-07-24 [苗期中耕] -> 2024-08-15 [喇叭口期追肥] -> 2024-09-06 [大斑病防治] -> 2024-09-28 [人工授粉辅助],2024-10-22 11:25,8642.55,公主岭市第2深加工基地,"124.820998,43.518007",物理清理->脱粒烘干->破碎加工->筛理分级,2024-10-23 14:25,2024-10-23 22:58,WH-CN-473,现代化圆筒仓,2024-10-24 10:58,2024-11-30 10:58,避光控温控制,LOG-CN-87086393712,重型散粮卡车,"通风良好, 严控高温",2024-11-30 22:58,2024-12-05 10:27,广州市,白云区,113.27,23.15,2024-12-07 10:27
CN-AG-202406-11564,小麦,河南省,滑县,114.539619,35.58435,2023-10-26,2023-10-26 [深耕整地] -> 2023-12-03 [秋播种子处理] -> 2024-01-10 [越冬水灌溉] -> 2024-02-17 [拔节期追肥] -> 2024-03-26 [条锈病防治] -> 2024-05-03 [干热风防护],2024-06-07 08:50,24551.68,滑县第5深加工基地,"114.514309,35.576726",磁选除杂->着水润麦->多级研磨->高方筛理->包装,2024-06-08 12:50,2024-06-08 18:43,WH-CN-577,钢板筒仓,2024-06-09 01:43,2024-06-21 01:43,准低温低氧控制,LOG-CN-35187812915,全封闭货车,"干燥, 禁止异味混载",2024-06-21 09:43,2024-06-25 17:59,广州市,番禺区,113.38,22.93,2024-06-28 17:59
CN-AG-202410-11565,水稻,辽宁省,盘山县,122.082184,41.194458,2024-06-06,2024-06-06 [播种育秧] -> 2024-06-29 [田间底肥] -> 2024-07-22 [插秧作业] -> 2024-08-14 [分蘖期灌溉] -> 2024-09-06 [除草控虫] -> 2024-09-29 [晒田补肥],2024-10-22 16:33,11436.22,盘山县第4深加工基地,"122.049495,41.233132",清理去石->砻谷脱壳->糙米碾白->抛光->色选->包装,2024-10-23 19:33,2024-10-24 03:28,WH-CN-236,平房仓(准低温),2024-10-24 14:28,2024-11-17 14:28,准低温低氧控制,LOG-CN-18618210508,散粮车,"防潮, 湿度<14%",2024-11-18 00:28,2024-11-21 21:50,南京市,江宁区,118.83,31.95,2024-11-22 21:50
CN-AG-202409-11566,玉米,四川省,中江县,104.670105,31.071105,2024-05-28,2024-05-28 [免耕直播] -> 2024-06-19 [苗期中耕] -> 2024-07-11 [喇叭口期追肥] -> 2024-08-02 [大斑病防治] -> 2024-08-24 [人工授粉辅助],2024-09-18 12:08,27023.07,中江县第3深加工基地,"104.661948,31.039628",物理清理->脱粒烘干->破碎加工->筛理分级,2024-09-22 16:08,2024-09-23 01:42,WH-CN-167,现代化圆筒仓,2024-09-23 06:42,2024-10-30 06:42,避光控温控制,LOG-CN-92278732118,重型散粮卡车,"通风良好, 严控高温",2024-10-30 21:42,2024-11-04 15:09,广州市,白云区,113.27,23.15,2024-11-05 15:09
CN-AG-202409-11567,花生,河南省,唐河县,112.846587,32.656368,2024-05-06,2024-05-06 [清棵蹲苗] -> 2024-05-30 [培土迎葑] -> 2024-06-23 [钙镁肥补充] -> 2024-07-17 [下针期控旺] -> 2024-08-10 [地下虫害防治],2024-09-03 08:01,9511.43,唐河县第4深加工基地,"112.838567,32.677",剥壳分选->烘炒->压榨提取->物理精炼,2024-09-04 10:01,2024-09-04 16:53,WH-CN-998,避光库房,2024-09-04 21:53,2024-10-23 21:53,避光控温控制,LOG-CN-36512481887,厢式货车,避光防潮,2024-10-24 11:53,2024-10-29 14:09,成都市,新都区,104.15,30.82,2024-11-01 14:09
CN-AG-202409-11568,水稻,广西壮族自治区,武宣县,109.665929,23.537875,2024-04-18,2024-04-18 [播种育秧] -> 2024-05-11 [田间底肥] -> 2024-06-03 [插秧作业] -> 2024-06-26 [分蘖期灌溉] -> 2024-07-19 [除草控虫] -> 2024-08-11 [晒田补肥],2024-09-07 14:00,36654.51,武宣县第3深加工基地,"109.663055,23.591817",清理去石->砻谷脱壳->糙米碾白->抛光->色选->包装,2024-09-09 17:00,2024-09-09 21:33,WH-CN-799,平房仓(准低温),2024-09-10 06:33,2024-09-22 06:33,准低温低氧控制,LOG-CN-99418104762,散粮车,"防潮, 湿度<14%",2024-09-22 20:33,2024-09-25 01:33,广州市,番禺区,113.38,22.93,2024-09-28 01:33
CN-AG-202411-11569,棉花,甘肃省,瓜州县,95.753748,40.48068,2024-05-19,2024-05-19 [覆膜播种] -> 2024-06-24 [人工打顶] -> 2024-07-30 [叶面喷施补硼] -> 2024-09-04 [枯萎病监测] -> 2024-10-10 [喷施脱叶剂],2024-11-11 11:36,34408.18,瓜州县第4深加工基地,"95.763899,40.516874",皮棉清理->锯齿轧花->纤维分级->压力打包,2024-11-15 17:36,2024-11-15 21:18,WH-CN-726,专业纤维库,2024-11-16 09:18,2024-11-27 09:18,避光控温控制,LOG-CN-76821753125,高栏平板车,"严禁烟火, 防静电, 干燥",2024-11-27 21:18,2024-11-30 01:25,上海市,闵行区,121.38,31.11,2024-12-02 01:25
CN-AG-202409-11570,水稻,广西壮族自治区,桂平市,110.087519,23.429224,2024-04-26,2024-04-26 [播种育秧] -> 2024-05-19 [田间底肥] -> 2024-06-11 [插秧作业] -> 2024-07-04 [分蘖期灌溉] -> 2024-07-27 [除草控虫] -> 2024-08-19 [晒田补肥],2024-09-08 11:54,25309.97,桂平市第1深加工基地,"110.084272,23.395244",清理去石->砻谷脱壳->糙米碾白->抛光->色选->包装,2024-09-11 15:54,2024-09-11 20:46,WH-CN-131,平房仓(准低温),2024-09-12 04:46,2024-09-26 04:46,准低温低氧控制,LOG-CN-85959822002,散粮车,"防潮, 湿度<14%",2024-09-26 11:46,2024-09-29 19:11,北京市,海淀区,116.3,39.96,2024-10-01 19:11
CN-AG-202410-11571,玉米,河南省,滑县,114.528258,35.534901,2024-06-30,2024-06-30 [免耕直播] -> 2024-07-22 [苗期中耕] -> 2024-08-13 [喇叭口期追肥] -> 2024-09-04 [大斑病防治] -> 2024-09-26 [人工授粉辅助],2024-10-18 08:06,9535.79,滑县第1深加工基地,"114.518642,35.577354",物理清理->脱粒烘干->破碎加工->筛理分级,2024-10-19 13:06,2024-10-19 19:04,WH-CN-221,现代化圆筒仓,2024-10-20 03:04,2024-11-08 03:04,避光控温控制,LOG-CN-11540453562,重型散粮卡车,"通风良好, 严控高温",2024-11-08 11:04,2024-11-12 05:04,南京市,南京浦口区,118.62,32.05,2024-11-15 05:04
CN-AG-202406-11572,小麦,河南省,唐河县,112.824266,32.735991,2023-11-02,2023-11-02 [深耕整地] -> 2023-12-10 [秋播种子处理] -> 2024-01-17 [越冬水灌溉] -> 2024-02-24 [拔节期追肥] -> 2024-04-02 [条锈病防治] -> 2024-05-10 [干热风防护],2024-06-20 17:45,10692.56,唐河县第5深加工基地,"112.827789,32.672856",磁选除杂->着水润麦->多级研磨->高方筛理->包装,2024-06-21 20:45,2024-06-22 00:17,WH-CN-149,钢板筒仓,2024-06-22 09:17,2024-07-12 09:17,准低温低氧控制,LOG-CN-80112666211,全封闭货车,"干燥, 禁止异味混载",2024-07-12 17:17,2024-07-17 10:32,武汉市,江岸区,114.3,30.59,2024-07-20 10:32
CN-AG-202405-11573,油菜籽,湖北省,钟祥市,112.558367,31.224204,2023-10-25,2023-10-25 [育苗移栽] -> 2023-12-16 [越冬防冻肥] -> 2024-02-06 [薹期水肥调节] -> 2024-03-29 [菌核病无人机防治],2024-05-21 15:40,11946.71,钟祥市第3深加工基地,"112.587625,31.177362",多级筛选->炒籽->螺旋压榨->精制过滤,2024-05-23 19:40,2024-05-24 00:28,WH-CN-147,恒温罐区,2024-05-24 04:28,2024-06-22 04:28,避光控温控制,LOG-CN-26198848388,罐式车,"避光, 防氧化",2024-06-22 12:28,2024-06-25 08:15,西安市,未央区,108.94,34.29,2024-06-28 08:15
CN-AG-202410-11574,水稻,吉林省,前郭县,124.759991,45.092022,2024-06-07,2024-06-07 [播种育秧] -> 2024-06-30 [田间底肥] -> 2024-07-23 [插秧作业] -> 2024-08-15 [分蘖期灌溉] -> 2024-09-07 [除草控虫] -> 2024-09-30 [晒田补肥],2024-10-25 10:52,19065.31,前郭县第2深加工基地,"124.80623,45.114491",清理去石->砻谷脱壳->糙米碾白->抛光->色选->包装,2024-10-28 16:52,2024-10-29 01:13,WH-CN-184,平房仓(准低温),2024-10-29 11:13,2024-11-19 11:13,准低温低氧控制,LOG-CN-74352242690,散粮车,"防潮, 湿度<14%",2024-11-20 01:13,2024-11-23 23:47,西安市,未央区,108.94,34.29,2024-11-24 23:47
CN-AG-202410-11575,棉花,甘肃省,瓜州县,95.763119,40.543951,2024-04-04,2024-04-04 [覆膜播种] -> 2024-05-10 [人工打顶] -> 2024-06-15 [叶面喷施补硼] -> 2024-07-21 [枯萎病监测] -> 2024-08-26 [喷施脱叶剂],2024-10-01 12:58,11233.18,瓜州县第2深加工基地,"95.775558,40.509705",皮棉清理->锯齿轧花->纤维分级->压力打包,2024-10-02 18:58,2024-10-03 01:29,WH-CN-476,专业纤维库,2024-10-03 06:29,2024-11-16 06:29,避光控温控制,LOG-CN-60383562993,高栏平板车,"严禁烟火, 防静电, 干燥",2024-11-16 16:29,2024-11-22 02:26,南京市,玄武区,118.79,32.06,2024-11-23 02:26
CN-AG-202409-11576,水稻,湖南省,桃源县,111.473175,28.885884,2024-04-23,2024-04-23 [播种育秧] -> 2024-05-16 [田间底肥] -> 2024-06-08 [插秧作业] -> 2024-07-01 [分蘖期灌溉] -> 2024-07-24 [除草控虫] -> 2024-08-16 [晒田补肥],2024-09-11 13:36,32911.83,桃源县第2深加工基地,"111.477347,28.897524",清理去石->砻谷脱壳->糙米碾白->抛光->色选->包装,2024-09-15 17:36,2024-09-15 23:53,WH-CN-118,平房仓(准低温),2024-09-16 10:53,2024-11-03 10:53,准低温低氧控制,LOG-CN-51698296416,散粮车,"防潮, 湿度<14%",2024-11-03 19:53,2024-11-09 00:21,上海市,浦东新区,121.54,31.22,2024-11-12 00:21
CN-AG-202409-11577,花生,山东省,平度市,119.987056,36.783114,2024-05-09,2024-05-09 [清棵蹲苗] -> 2024-06-02 [培土迎葑] -> 2024-06-26 [钙镁肥补充] -> 2024-07-20 [下针期控旺] -> 2024-08-13 [地下虫害防治],2024-09-05 15:55,32929.73,平度市第1深加工基地,"119.950485,36.777235",剥壳分选->烘炒->压榨提取->物理精炼,2024-09-08 17:55,2024-09-08 21:09,WH-CN-999,避光库房,2024-09-09 07:09,2024-09-19 07:09,避光控温控制,LOG-CN-32195904526,厢式货车,避光防潮,2024-09-19 22:09,2024-09-23 10:07,武汉市,东西湖区,114.13,30.62,2024-09-24 10:07
CN-AG-202409-11578,水稻,辽宁省,盘山县,122.012333,41.260487,2024-04-25,2024-04-25 [播种育秧] -> 2024-05-18 [田间底肥] -> 2024-06-10 [插秧作业] -> 2024-07-03 [分蘖期灌溉] -> 2024-07-26 [除草控虫] -> 2024-08-18 [晒田补肥],2024-09-13 16:38,27246.69,盘山县第5深加工基地,"122.048668,41.23555",清理去石->砻谷脱壳->糙米碾白->抛光->色选->包装,2024-09-14 18:38,2024-09-15 01:31,WH-CN-700,平房仓(准低温),2024-09-15 08:31,2024-10-12 08:31,准低温低氧控制,LOG-CN-10976165691,散粮车,"防潮, 湿度<14%",2024-10-12 15:31,2024-10-14 08:13,西安市,未央区,108.94,34.29,2024-10-17 08:13
CN-AG-202410-11579,水稻,广西壮族自治区,桂平市,110.089262,23.416824,2024-05-30,2024-05-30 [播种育秧] -> 2024-06-22 [田间底肥] -> 2024-07-15 [插秧作业] -> 2024-08-07 [分蘖期灌溉] -> 2024-08-30 [除草控虫] -> 2024-09-22 [晒田补肥],2024-10-13 09:47,29357.61,桂平市第1深加工基地,"110.070586,23.392954",清理去石->砻谷脱壳->糙米碾白->抛光->色选->包装,2024-10-15 15:47,2024-10-15 23:26,WH-CN-901,平房仓(准低温),2024-10-16 10:26,2024-12-01 10:26,准低温低氧控制,LOG-CN-36716099746,散粮车,"防潮, 湿度<14%",2024-12-01 17:26,2024-12-06 03:24,广州市,白云区,113.27,23.15,2024-12-08 03:24
CN-AG-202405-11580,油菜籽,湖北省,监利市,112.901141,29.844172,2023-10-30,2023-10-30 [育苗移栽] -> 2023-12-21 [越冬防冻肥] -> 2024-02-11 [薹期水肥调节] -> 2024-04-03 [菌核病无人机防治],2024-05-27 10:32,13494.95,监利市第5深加工基地,"112.897188,29.830915",多级筛选->炒籽->螺旋压榨->精制过滤,2024-05-31 16:32,2024-06-01 00:35,WH-CN-108,恒温罐区,2024-06-01 05:35,2024-07-15 05:35,避光控温控制,LOG-CN-12770468155,罐式车,"避光, 防氧化",2024-07-15 20:35,2024-07-19 08:00,成都市,武侯区,104.04,30.64,2024-07-22 08:00
CN-AG-202410-11581,水稻,安徽省,寿县,116.743201,32.519777,2024-05-28,2024-05-28 [播种育秧] -> 2024-06-20 [田间底肥] -> 2024-07-13 [插秧作业] -> 2024-08-05 [分蘖期灌溉] -> 2024-08-28 [除草控虫] -> 2024-09-20 [晒田补肥],2024-10-19 12:39,25353.56,寿县第2深加工基地,"116.778174,32.579015",清理去石->砻谷脱壳->糙米碾白->抛光->色选->包装,2024-10-22 16:39,2024-10-22 21:49,WH-CN-861,平房仓(准低温),2024-10-23 08:49,2024-11-18 08:49,准低温低氧控制,LOG-CN-29009710924,散粮车,"防潮, 湿度<14%",2024-11-18 15:49,2024-11-19 21:17,成都市,龙泉驿区,104.27,30.55,2024-11-21 21:17
CN-AG-202410-11582,玉米,河北省,藁城区,114.786325,38.026002,2024-07-01,2024-07-01 [免耕直播] -> 2024-07-23 [苗期中耕] -> 2024-08-14 [喇叭口期追肥] -> 2024-09-05 [大斑病防治] -> 2024-09-27 [人工授粉辅助],2024-10-21 11:19,12325.43,藁城区第5深加工基地,"114.844344,38.020751",物理清理->脱粒烘干->破碎加工->筛理分级,2024-10-24 17:19,2024-10-24 20:44,WH-CN-628,现代化圆筒仓,2024-10-25 06:44,2024-11-05 06:44,避光控温控制,LOG-CN-98590893087,重型散粮卡车,"通风良好, 严控高温",2024-11-05 17:44,2024-11-09 20:25,成都市,武侯区,104.04,30.64,2024-11-12 20:25
CN-AG-202410-11583,水稻,湖南省,安乡县,112.171045,29.414571,2024-06-04,2024-06-04 [播种育秧] -> 2024-06-27 [田间底肥] -> 2024-07-20 [插秧作业] -> 2024-08-12 [分蘖期灌溉] -> 2024-09-04 [除草控虫] -> 2024-09-27 [晒田补肥],2024-10-26 17:45,39517.78,安乡县第5深加工基地,"112.174895,29.404862",清理去石->砻谷脱壳->糙米碾白->抛光->色选->包装,2024-10-30 21:45,2024-10-31 04:34,WH-CN-173,平房仓(准低温),2024-10-31 13:34,2024-12-08 13:34,准低温低氧控制,LOG-CN-76049796728,散粮车,"防潮, 湿度<14%",2024-12-09 02:34,2024-12-11 21:00,深圳市,宝安区,113.88,22.55,2024-12-14 21:00
CN-AG-202405-11584,油菜籽,湖北省,监利市,112.862792,29.790188,2023-10-15,2023-10-15 [育苗移栽] -> 2023-12-06 [越冬防冻肥] -> 2024-01-27 [薹期水肥调节] -> 2024-03-19 [菌核病无人机防治],2024-05-10 08:31,16070.6,监利市第1深加工基地,"112.895726,29.829214",多级筛选->炒籽->螺旋压榨->精制过滤,2024-05-11 13:31,2024-05-11 21:34,WH-CN-757,恒温罐区,2024-05-12 02:34,2024-06-20 02:34,避光控温控制,LOG-CN-12690445219,罐式车,"避光, 防氧化",2024-06-20 09:34,2024-06-25 01:14,西安市,未央区,108.94,34.29,2024-06-26 01:14
CN-AG-202406-11585,小麦,安徽省,蒙城县,116.577429,33.229696,2023-11-04,2023-11-04 [深耕整地] -> 2023-12-12 [秋播种子处理] -> 2024-01-19 [越冬水灌溉] -> 2024-02-26 [拔节期追肥] -> 2024-04-04 [条锈病防治] -> 2024-05-12 [干热风防护],2024-06-19 10:09,16902.36,蒙城县第5深加工基地,"116.56649,33.263019",磁选除杂->着水润麦->多级研磨->高方筛理->包装,2024-06-21 16:09,2024-06-21 21:23,WH-CN-441,钢板筒仓,2024-06-22 05:23,2024-07-02 05:23,准低温低氧控制,LOG-CN-40869162818,全封闭货车,"干燥, 禁止异味混载",2024-07-02 17:23,2024-07-06 20:00,深圳市,福田区,114.05,22.54,2024-07-09 20:00
CN-AG-202410-11586,水稻,吉林省,前郭县,124.75877,45.100125,2024-05-22,2024-05-22 [播种育秧] -> 2024-06-14 [田间底肥] -> 2024-07-07 [插秧作业] -> 2024-07-30 [分蘖期灌溉] -> 2024-08-22 [除草控虫] -> 2024-09-14 [晒田补肥],2024-10-11 11:10,29149.02,前郭县第2深加工基地,"124.8196,45.105473",清理去石->砻谷脱壳->糙米碾白->抛光->色选->包装,2024-10-13 15:10,2024-10-13 23:35,WH-CN-243,平房仓(准低温),2024-10-14 08:35,2024-10-31 08:35,准低温低氧控制,LOG-CN-31339883909,散粮车,"防潮, 湿度<14%",2024-10-31 21:35,2024-11-02 16:51,成都市,新都区,104.15,30.82,2024-11-05 16:51
CN-AG-202406-11587,小麦,甘肃省,永昌县,101.995168,38.251551,2023-10-29,2023-10-29 [深耕整地] -> 2023-12-06 [秋播种子处理] -> 2024-01-13 [越冬水灌溉] -> 2024-02-20 [拔节期追肥] -> 2024-03-29 [条锈病防治] -> 2024-05-06 [干热风防护],2024-06-16 09:18,36963.64,永昌县第2深加工基地,"101.970364,38.230147",磁选除杂->着水润麦->多级研磨->高方筛理->包装,2024-06-19 11:18,2024-06-19 18:47,WH-CN-137,钢板筒仓,2024-06-20 01:47,2024-07-22 01:47,准低温低氧控制,LOG-CN-66010473151,全封闭货车,"干燥, 禁止异味混载",2024-07-22 12:47,2024-07-27 05:15,武汉市,江岸区,114.3,30.59,2024-07-28 05:15
CN-AG-202410-11588,水稻,辽宁省,盘山县,122.048308,41.184503,2024-05-17,2024-05-17 [播种育秧] -> 2024-06-09 [田间底肥] -> 2024-07-02 [插秧作业] -> 2024-07-25 [分蘖期灌溉] -> 2024-08-17 [除草控虫] -> 2024-09-09 [晒田补肥],2024-10-03 11:26,13724.85,盘山县第5深加工基地,"122.049368,41.248415",清理去石->砻谷脱壳->糙米碾白->抛光->色选->包装,2024-10-06 15:26,2024-10-06 22:44,WH-CN-195,平房仓(准低温),2024-10-07 06:44,2024-11-16 06:44,准低温低氧控制,LOG-CN-75057909443,散粮车,"防潮, 湿度<14%",2024-11-16 14:44,2024-11-18 04:19,南京市,玄武区,118.79,32.06,2024-11-21 04:19
CN-AG-202410-11589,水稻,广西壮族自治区,桂平市,110.074985,23.394866,2024-05-23,2024-05-23 [播种育秧] -> 2024-06-15 [田间底肥] -> 2024-07-08 [插秧作业] -> 2024-07-31 [分蘖期灌溉] -> 2024-08-23 [除草控虫] -> 2024-09-15 [晒田补肥],2024-10-11 08:28,14914.92,桂平市第5深加工基地,"110.083472,23.3989",清理去石->砻谷脱壳->糙米碾白->抛光->色选->包装,2024-10-12 11:28,2024-10-12 15:24,WH-CN-811,平房仓(准低温),2024-10-12 21:24,2024-11-25 21:24,准低温低氧控制,LOG-CN-41579610979,散粮车,"防潮, 湿度<14%",2024-11-26 03:24,2024-11-29 01:48,深圳市,宝安区,113.88,22.55,2024-12-01 01:48
CN-AG-202410-11590,水稻,广西壮族自治区,宾阳县,108.805887,23.157788,2024-05-25,2024-05-25 [播种育秧] -> 2024-06-17 [田间底肥] -> 2024-07-10 [插秧作业] -> 2024-08-02 [分蘖期灌溉] -> 2024-08-25 [除草控虫] -> 2024-09-17 [晒田补肥],2024-10-12 13:20,31885.61,宾阳县第5深加工基地,"108.809396,23.204805",清理去石->砻谷脱壳->糙米碾白->抛光->色选->包装,2024-10-15 15:20,2024-10-15 18:54,WH-CN-921,平房仓(准低温),2024-10-16 04:54,2024-11-08 04:54,准低温低氧控制,LOG-CN-51541628993,散粮车,"防潮, 湿度<14%",2024-11-08 10:54,2024-11-12 02:25,武汉市,江岸区,114.3,30.59,2024-11-14 02:25
CN-AG-202406-11591,小麦,内蒙古自治区,五原县,108.269857,41.094656,2023-11-01,2023-11-01 [深耕整地] -> 2023-12-09 [秋播种子处理] -> 2024-01-16 [越冬水灌溉] -> 2024-02-23 [拔节期追肥] -> 2024-04-01 [条锈病防治] -> 2024-05-09 [干热风防护],2024-06-16 14:54,19010.76,五原县第4深加工基地,"108.253285,41.097135",磁选除杂->着水润麦->多级研磨->高方筛理->包装,2024-06-17 18:54,2024-06-18 03:11,WH-CN-838,钢板筒仓,2024-06-18 13:11,2024-06-30 13:11,准低温低氧控制,LOG-CN-69957274679,全封闭货车,"干燥, 禁止异味混载",2024-06-30 21:11,2024-07-05 13:58,北京市,丰台区,116.28,39.85,2024-07-06 13:58
